**********	ACC2	version	4.2:	ACC2_scenarios_past.inc	*******************************************************************																	
**********	Table	declarations	and	assignments	(past	mode)	==============================================================															
																						
TABLE	ANTSCN(T,FOE)	Historical	emissions	(both	energy	related	and	non-energy	related)	[TgS	for	SO2]										
*	Anthropogenic	CO2	emission	is	assigned	later.																
*	Data	source	for	CH4	and	N2O	after	1890:00:00														
*	EDGAR-HYDE	1,4	(http://www.mnp.nl/edgar/model/100_year_emissions/edgar-hyde-1.4/)																			
*	Data	source	for	NOx,	CO,	VOC,	and	SO2	after	1890:00:00												
*	EDGAR-HYDE	1,3	(http://www.mnp.nl/edgar/model/100_year_emissions/edgar-hyde-1.3/)																			
*	Note	that	the	livestock	N2O	emission	in	Africa	in	1950	was	corrected	by	smoothing	as	suggested	by	van	Aardenne.			
*	Data	prior	to	1890	are	extrapolated	by	using	various	assumptions.												
																						
	CH4	N2O	NOx	CO	VOC	SO2																
1915	168,4	1,455	13,63	245,3	54,3	22,492																
1916	170,8	1,478	13,76	247,7	55	22,838																
1917	173,1	1,501	13,89	250,2	55,7	23,184																
1918	175,5	1,524	14,02	252,7	56,4	23,53																
1919	177,9	1,547	14,15	255,1	57,1	23,875																
1920	180,2	1,57	14,27	257,6	57,8	24,221																
1921	181,8	1,589	14,44	260,8	58,7	24,608																
1922	183,4	1,607	14,61	264	59,7	24,994																
1923	184,9	1,626	14,78	267,2	60,6	25,381																
1924	186,5	1,645	14,94	270,4	61,6	25,768																
1925	188,1	1,664	15,11	273,6	62,6	26,154																
1926	189,7	1,683	15,28	276,8	63,5	26,541																
1927	191,2	1,701	15,45	280	64,5	26,928																
1928	192,8	1,72	15,62	283,2	65,4	27,314																
1929	194,4	1,739	15,78	286,4	66,4	27,701																
1930	195,9	1,758	15,95	289,6	67,3	28,088																
1931	197,1	1,77	16,1	292,5	68,3	28,384																
1932	198,2	1,782	16,24	295,5	69,2	28,68																
1933	199,4	1,794	16,39	298,4	70,2	28,976																
1934	200,5	1,807	16,53	301,4	71,1	29,272																
1935	201,6	1,819	16,68	304,4	72,1	29,568																
1936	202,8	1,831	16,82	307,3	73	29,864																
1937	203,9	1,843	16,97	310,3	74	30,16																
1938	205,1	1,855	17,12	313,3	74,9	30,456																
1939	206,2	1,868	17,26	316,2	75,9	30,752																
1940	207,4	1,88	17,41	319,2	76,8	31,048																
1941	210	2,033	17,76	322,7	78,3	31,808																
1942	212,6	2,186	18,11	326,2	79,7	32,567																
1943	215,2	2,34	18,46	329,7	81,1	33,327																
1944	217,9	2,493	18,81	333,2	82,6	34,087																
1945	220,5	2,646	19,16	336,7	84	34,847																
1946	223,1	2,8	19,51	340,2	85,5	35,607																
1947	225,7	2,953	19,86	343,7	86,9	36,367																
1948	228,4	3,106	20,21	347,2	88,3	37,127																
1949	231	3,26	20,56	350,7	89,8	37,887																
1950	233,6	3,413	20,91	354,2	91,2	38,647																
1951	235,2	3,461	21,21	356,2	93,2	39,732																
1952	236,7	3,506	21,48	357,9	95,1	40,758																
1953	237,9	3,547	21,74	359,4	96,8	41,726																
1954	239	3,585	21,97	360,5	98,5	42,635																
1955	239,8	3,619	22,18	361,5	100	43,486																
1956	240,5	3,65	22,36	362,1	101,4	44,278																
1957	241	3,677	22,53	362,5	102,7	45,011																
1958	241,3	3,7	22,67	362,6	103,8	45,686																
1959	241,4	3,72	22,79	362,4	104,9	46,302																
1960	241,4	3,736	22,89	362	105,8	46,859																
1961	242,4	3,946	23,17	360,1	107,8	47,738																
1962	243,3	4,144	23,42	357,9	109,7	48,542																
1963	243,9	4,331	23,64	355,6	111,3	49,272																
1964	244,2	4,506	23,84	353	112,9	49,928																
1965	244,3	4,67	24	350,2	114,2	50,51																
1966	244,2	4,822	24,13	347,2	115,4	51,018																
1967	243,8	4,962	24,23	344	116,4	51,451																
1968	243,2	5,091	24,3	340,6	117,2	51,811																
1969	242,4	5,208	24,34	336,9	117,9	52,097																
1970	241,3	5,313	24,35	333,1	118,4	52,308																
1971	245,1	5,361	24,6	332,1	119,7	52,498																
1972	243,1	5,388	24,83	330,9	120,8	52,653																
1973	242,7	5,472	25,04	329,6	121,9	52,771																
1974	240,3	5,449	25,23	328,1	122,8	52,854																
1975	239,6	5,527	25,4	326,5	123,7	52,9																
1976	238,1	5,473	25,54	324,7	124,4	52,91																
1977	235,7	5,471	25,66	322,8	125	52,885																
1978	232,8	5,505	25,76	320,7	125,5	52,823																
1979	232,3	5,493	25,83	318,5	125,9	52,726																
1980	229,8	5,459	25,89	316,1	126,2	52,592																
1981	224,7	5,373	25,73	313,3	126,1	52,121																
1982	221,5	5,291	25,55	310,4	125,9	51,626																
1983	217,3	5,25	25,37	307,3	125,6	51,107																
1984	217	5,242	25,16	304,1	125,2	50,565																
1985	216,7	5,122	24,95	300,8	124,7	49,999																
1986	215,1	5,039	24,71	297,3	124,1	49,41																
1987	212,2	4,997	24,47	293,7	123,4	48,796																
1988	210,6	4,938	24,21	289,9	122,6	48,159																
1989	209,5	4,901	23,93	286	121,7	47,499																
1990	201,2	4,765	23,64	281,9	120,7	46,814																
1991	195,1	4,591	23,25	277,4	118	45,97																
1992	188,9	4,47	22,85	272,7	115,3	45,109																
1993	183,4	4,324	22,44	267,9	112,6	44,231																
1994	178,9	4,272	22,01	263	109,9	43,337																
1995	176,1	4,261	21,58	257,9	107,1	42,426																
1996	173,2	4,192	21,14	252,7	104,4	41,498																
1997	170,2	4,119	20,69	247,4	101,6	40,554																
1998	167,1	4,044	20,22	242	98,8	39,593																
1999	163,9	3,966	19,75	236,4	96	38,615																
2000	160,5	3,884	19,27	230,7	93,2	37.620;																
																						
																						
TABLE	T2MENS(T,ENS)	Data	for	surface	air	temperature	change	simulated	by	CESM1(CAM5)	(Meehl	et	al.	2012)	[degree	in	C]					
*	The	period	corresponds	to	that	of	the	instrumental	temperature	records	(direct	station	measurements)									
*	The	records	below	are	expressed	as	an	anomaly	from	1961-1990	mean	to	be	comparable	with	T2MINS(T).						
*	Data	were	obtained	from	Claudia	Tebaldi	(personal	communication,	August	24,	2012).											
																						
	1	2	3	4	5	6	7	8														
1856	-0,369	-0,168	-0,407	-0,454	-0,404	-0,436	-0,61	-0,34														
1857	-0,207	-0,206	-0,334	-0,622	-0,402	-0,507	-0,609	-0,411														
1858	-0,261	-0,175	-0,266	-0,58	-0,782	-0,585	-0,608	-0,47														
1859	-0,366	-0,138	-0,105	-0,478	-0,729	-0,564	-0,613	-0,503														
1860	-0,316	-0,299	-0,2	-0,56	-0,589	-0,505	-0,441	-0,538														
1861	-0,325	-0,355	-0,216	-0,527	-0,589	-0,568	-0,351	-0,62														
1862	-0,268	-0,139	-0,21	-0,495	-0,559	-0,66	-0,474	-0,6														
1863	-0,056	0,091	-0,166	-0,438	-0,556	-0,559	-0,549	-0,472														
1864	-0,133	-0,172	-0,144	-0,393	-0,757	-0,401	-0,512	-0,526														
1865	-0,325	-0,138	-0,177	-0,484	-0,608	-0,558	-0,483	-0,537														
1866	-0,407	0,085	-0,071	-0,724	-0,454	-0,555	-0,583	-0,418														
1867	-0,307	-0,111	-0,072	-0,595	-0,593	-0,285	-0,565	-0,468														
1868	-0,238	-0,13	-0,15	-0,493	-0,572	-0,24	-0,596	-0,408														
1869	-0,119	-0,073	-0,194	-0,346	-0,635	-0,52	-0,446	-0,346														
1870	-0,083	-0,104	-0,13	-0,463	-0,696	-0,6	-0,465	-0,534														
1871	-0,157	-0,273	-0,087	-0,419	-0,543	-0,522	-0,431	-0,601														
1872	-0,121	-0,203	-0,131	-0,493	-0,448	-0,441	-0,559	-0,538														
1873	-0,138	-0,205	-0,114	-0,442	-0,328	-0,351	-0,428	-0,463														
1874	-0,279	-0,124	-0,202	-0,522	-0,374	-0,555	-0,384	-0,456														
1875	-0,271	-0,103	-0,177	-0,379	-0,297	-0,433	-0,468	-0,59														
1876	-0,281	-0,23	-0,163	-0,394	-0,332	-0,208	-0,557	-0,488														
1877	-0,378	-0,083	-0,168	-0,517	-0,492	-0,248	-0,458	-0,419														
1878	-0,297	0,001	-0,2	-0,585	-0,677	-0,542	-0,476	-0,533														
1879	-0,101	-0,036	-0,21	-0,498	-0,518	-0,592	-0,4	-0,582														
1880	-0,272	-0,089	-0,044	-0,287	-0,356	-0,57	-0,495	-0,517														
1881	-0,25	-0,084	-0,089	-0,354	-0,282	-0,5	-0,424	-0,418														
1882	-0,215	-0,027	-0,154	-0,482	-0,471	-0,489	-0,314	-0,213														
1883	-0,259	-0,021	-0,214	-0,548	-0,468	-0,518	-0,654	-0,532														
1884	-0,637	-0,357	-0,421	-0,942	-0,943	-1,007	-1,158	-1,132														
1885	-0,552	-0,394	-0,328	-0,692	-0,782	-0,82	-0,913	-0,696														
1886	-0,416	-0,281	-0,334	-0,797	-0,813	-0,7	-0,779	-0,5														
1887	-0,493	-0,336	-0,309	-0,883	-0,728	-0,679	-0,622	-0,857														
1888	-0,482	-0,198	-0,161	-0,629	-0,593	-0,415	-0,504	-0,838														
1889	-0,412	-0,136	-0,409	-0,607	-0,506	-0,407	-0,541	-0,649														
1890	-0,285	-0,234	-0,56	-0,551	-0,685	-0,705	-0,816	-0,634														
1891	-0,313	-0,362	-0,505	-0,513	-0,752	-0,63	-0,886	-0,826														
1892	-0,296	-0,379	-0,508	-0,719	-0,643	-0,555	-0,695	-0,821														
1893	-0,419	-0,469	-0,439	-0,681	-0,638	-0,57	-0,638	-0,642														
1894	-0,315	-0,366	-0,387	-0,468	-0,55	-0,527	-0,594	-0,553														
1895	-0,253	-0,354	-0,271	-0,426	-0,412	-0,563	-0,45	-0,645														
1896	-0,297	-0,19	-0,256	-0,583	-0,536	-0,425	-0,354	-0,491														
1897	-0,262	-0,324	-0,346	-0,507	-0,543	-0,465	-0,62	-0,333														
1898	-0,237	-0,308	-0,222	-0,397	-0,455	-0,528	-0,793	-0,475														
1899	-0,301	-0,177	-0,135	-0,463	-0,357	-0,426	-0,56	-0,495														
1900	-0,262	-0,179	-0,251	-0,484	-0,519	-0,565	-0,384	-0,543														
1901	-0,395	-0,151	-0,343	-0,301	-0,507	-0,505	-0,421	-0,547														
1902	-0,353	-0,272	-0,373	-0,375	-0,471	-0,527	-0,441	-0,535														
1903	-0,631	-0,622	-0,524	-1,063	-0,787	-0,842	-0,911	-0,857														
1904	-0,543	-0,434	-0,405	-1,038	-0,797	-0,787	-0,705	-0,89														
1905	-0,27	-0,283	-0,331	-0,735	-0,733	-0,426	-0,518	-0,764														
1906	-0,266	-0,483	-0,467	-0,782	-0,762	-0,508	-0,479	-0,6														
1907	-0,365	-0,539	-0,421	-0,743	-0,654	-0,638	-0,477	-0,466														
1908	-0,325	-0,423	-0,315	-0,533	-0,613	-0,515	-0,49	-0,603														
1909	-0,295	-0,372	-0,365	-0,31	-0,557	-0,393	-0,417	-0,427														
1910	-0,172	-0,482	-0,15	-0,443	-0,474	-0,386	-0,326	-0,296														
1911	-0,379	-0,352	-0,151	-0,608	-0,552	-0,628	-0,479	-0,328														
1912	-0,329	-0,337	-0,381	-0,581	-0,492	-0,639	-0,574	-0,586														
1913	-0,451	-0,447	-0,419	-0,603	-0,507	-0,512	-0,422	-0,605														
1914	-0,4	-0,347	-0,292	-0,487	-0,462	-0,465	-0,289	-0,483														
1915	-0,159	-0,276	-0,286	-0,486	-0,502	-0,478	-0,162	-0,571														
1916	-0,109	-0,249	-0,378	-0,348	-0,482	-0,474	-0,272	-0,706														
1917	-0,138	-0,045	-0,359	-0,331	-0,377	-0,405	-0,418	-0,457														
1918	-0,171	-0,166	-0,249	-0,47	-0,437	-0,248	-0,474	-0,308														
1919	-0,302	-0,278	-0,123	-0,373	-0,39	-0,432	-0,366	-0,481														
1920	-0,242	-0,183	-0,114	-0,27	-0,373	-0,59	-0,314	-0,543														
1921	-0,127	-0,159	-0,097	-0,386	-0,537	-0,394	-0,276	-0,398														
1922	-0,106	-0,199	-0,106	-0,325	-0,382	-0,29	-0,162	-0,269														
1923	-0,161	-0,137	-0,161	-0,221	-0,332	-0,399	-0,518	-0,522														
1924	-0,218	-0,14	-0,279	-0,108	-0,32	-0,331	-0,515	-0,558														
1925	-0,174	0,04	-0,138	-0,302	-0,372	-0,286	-0,35	-0,316														
1926	-0,005	0,051	0,075	-0,269	-0,328	-0,23	-0,267	-0,368														
1927	-0,098	0,041	-0,074	-0,031	-0,304	-0,306	-0,158	-0,333														
1928	-0,082	0,065	-0,229	-0,194	-0,357	-0,42	-0,227	-0,291														
1929	-0,23	-0,045	-0,205	-0,415	-0,276	-0,435	-0,375	-0,433														
1930	-0,217	-0,132	-0,043	-0,169	-0,462	-0,275	-0,365	-0,283														
1931	-0,133	-0,092	-0,062	-0,068	-0,334	-0,332	-0,299	-0,158														
1932	-0,205	-0,173	-0,138	-0,324	-0,321	-0,503	-0,265	-0,356														
1933	-0,189	-0,183	-0,042	-0,426	-0,408	-0,435	-0,146	-0,473														
1934	-0,09	-0,12	-0,06	-0,297	-0,372	-0,25	-0,199	-0,382														
1935	-0,101	-0,026	0,059	-0,474	-0,211	-0,235	-0,208	-0,42														
1936	-0,265	-0,137	0,052	-0,253	-0,187	-0,371	-0,161	-0,423														
1937	-0,261	-0,152	0,048	-0,188	-0,324	-0,447	-0,069	-0,329														
1938	-0,154	-0,11	-0,008	-0,223	-0,199	-0,411	-0,239	-0,343														
1939	-0,07	-0,113	-0,125	-0,17	-0,386	-0,26	-0,317	-0,413														
1940	-0,131	-0,139	-0,13	-0,085	-0,39	-0,286	-0,284	-0,308														
